;Bitcoin BRL;Bitcoin;IMID BRL;S&P 500 BRL;IVVB11;IMID;S&P 500;TD IPCA 2035;IPCA + 6%;SELIC;Carteira - AÇÃO;TD IPCA 2045;IPCA
2015-12-17;100,0;100,0;100,0;100,0;100,0;100,0;100,0;100,0;;100,0;;;
2015-12-18;102,00008053956483;101,65278621997645;98,98026015413654;98,554082804991;99,6838111083349;98,64324785060626;98,21852156867273;99,69985587138379;;100,052531;;;
2015-12-19;101,71538641243332;101,36906143181652;;;;;;;;;;;
2015-12-20;97,3950546706598;97,06343974384608;;;;;;;;;;;
2015-12-21;98,40475539151366;96,17631298828138;100,80546469814988;101,3232607571521;101,02152049568144;98,52265660501313;99,02872682119892;100,01485862022852;;100,10508959505961;;;
2015-12-22;97,79104481541403;95,7230974005344;101,43650981782758;102,08611534322283;101,72686137781311;99,2914732385771;99,92734182037519;100,43684343471865;;100,15767579967478;;;
2015-12-23;98,75286770818154;97,00117044337402;102,38904221994547;102,99168237906375;101,72686137781311;100,57284579582803;101,16479620848236;101,40413961159567;;100,21028962834913;;;
2015-12-24;101,28510474198045;99,76034415799407;101,89575006622565;102,54150599062442;;100,36179673940133;100,9978313609204;101,8320678741772;;100,26293109559381;;;
2015-12-25;101,433816169695;99,90681686241415;;;;;;;;;;;
2015-12-26;92,89018499840556;91,49180274777173;;;;;;;;;;;
2015-12-27;94,12546133012488;92,70848305132152;;;;;;;;;;;
2015-12-28;93,20045572173471;92,58920381747079;;101,43227165831337;99,11224209274943;;100,76703167933651;101,99551269669101;;100,31560021592763;;;
2015-12-29;93,8704608313627;94,93617296332013;100,71085862866187;100,69918342214741;100,37698838129454;101,85422985438994;101,84242209915766;102,7934206029628;;100,36829700387706;;;
2015-12-30;93,82695601518665;93,54101543523873;101,5607371407396;101,42970151956693;101,90927840293202;101,25122762118039;101,1205913351573;102,6715799170889;;100,42102147397615;;;
2015-12-31;94,69502162878328;94,40643559175642;101,04661441197369;100,41507144597995;;100,73867169749344;100,10905337842024;101,99997028275956;;100,47377364076664;;;
2016-01-01;95,52350798755036;95,23239711246025;;;;;;;100,0;;;;100,0
2016-01-02;95,32644397177108;95,03593365542608;;;;;;;;;;;
2016-01-03;94,5727400544676;94,28452667435899;;;;;;;;;;;
2016-01-04;98,51636577404564;94,95985349785383;102,15004600007853;102,4065107994556;101,0701656542542;98,46235523156108;98,70956146562028;102,16192924325047;;100,5265535187979;;;
2016-01-05;97,59489922664685;94,71186697896333;102,29838349794007;101,88631275796433;100,936393787708;99,27640652119732;98,87650868412008;102,59282922987771;;100,57936112262684;;;
2016-01-06;97,40664533520322;94,08588185132933;102,2185141995173;101,07509762699752;99,84190091510979;98,73370566143981;97,62927016652324;103,76666022793124;;100,63219646681816;;;
2016-01-07;104,42043027843606;100,43194392363775;101,28330262519086;99,07114775063305;98,50419152776323;97,41464330811748;95,28698482481516;104,3907222775293;;100,68505956594413;;;
2016-01-08;102,74771440467856;99,37554718160823;99,66817339027365;97,43902450602124;97,28809039779084;96,39707632074442;94,24108782596025;102,55122509323785;;100,73795043458473;;;
2016-01-09;101,47387706007022;98,14351702040929;;;;;;;;;;;
2016-01-10;101,56002456183569;98,22683717186835;;;;;;;;;;;
2016-01-11;101,414103466439;98,32265668430763;98,55723402989996;97,30040153585396;96,55843157543048;95,55287434438215;94,33435437923092;101,57649960624657;;100,79086908732752;;;
2016-01-12;98,89161965771942;95,52971194459812;100,13283194205107;98,44209731330596;97,19080008064537;96,72872812407522;95,09547150821828;102,18570303561611;;100,8438155387678;;;
2016-01-13;97,07651231496712;94,80198549806474;99,07263619715727;94,94839244291472;95,6585193371232;96,75133970145588;92,72372800366826;102,61363129819765;;100,89678980350847;;;
2016-01-14;97,48537942498248;94,34921153656224;99,08730731408093;97,3786981440588;96,42465970888429;95,89960436640371;94,24596226164296;101,75926063505743;;100,94979189616015;;;
2016-01-15;82,9061233949928;79,88348293756931;98,30791880614149;95,71244487369536;94,85588813784607;94,72375058671064;92,22290397723101;101,81869511597152;;101,00282183134112;;;
2016-01-16;88,18659100206465;84,97143213502736;;;;;;;;;;;
2016-01-17;86,9948743067994;83,82316375153196;;;;;;;;;;;
2016-01-18;88,01998244628503;84,890741667115;98,23890062399188;;95,95038101044429;94,74636216409127;;101,3967103014814;;101,05587962367734;;;
2016-01-19;86,29364977176257;83,35174780946691;99,86184318141234;95,60494252284133;95,46393870283227;96,45737769419648;92,34560224975039;101,63890581120636;;101,10896528780245;;;
2016-01-20;96,71273863762421;92,13994279200394;97,68423337355573;95,68647012798934;94,24783757285988;93,0655030713676;91,16219856617549;99,1857476114768;;101,1620788383578;;;
2016-01-21;96,02925298981665;89,95434789067261;101,13684521808601;97,86387776538109;96,87462046709558;94,73882880540138;91,67291249647529;97,31504732470543;;101,21522028999237;;;
2016-01-22;88,82687594979721;83,8654795753215;101,60485558939652;99,08814343452408;97,47050742290978;95,92974930247425;93,55360728954668;96,33735011366845;;101,26838965736289;;;
2016-01-23;89,98780197928303;84,96156245759384;;;;;;;;;;;
2016-01-24;93,58275559866836;88,35572110740591;;;;;;;;;;;
2016-01-25;90,46385270929922;85,89013516707256;101,18892482787567;97,04589996423623;;96,072963626759;92,13940392438789;96,83957147739261;;101,32158695513382;;;
2016-01-26;90,48515741707465;85,98375993090289;100,83285975035827;98,28594554144622;96,10847081721919;95,81669141557101;93,39647945866086;96,90197768235241;;101,37481219797722;;;
2016-01-27;89,981032165158;86,60184931659008;100,38557796368019;95,98465044014107;95,50042025223298;96,615658735861;92,38000536452361;98,18279074605132;;101,42806540057295;;;
2016-01-28;87,47135533962755;83,3824475247652;99,91440654971345;97,41493545431273;96,32736939173883;95,24383986908748;92,86120824479505;98,06986523231453;;101,48134657760852;;;
2016-01-29;86,40759290670033;83,20374948711134;101,71363065564537;98,7878191860948;96,36385094113955;97,94226594918422;95,12493848559129;99,89896138244603;;101,5346557437792;;;
2016-01-30;86,1300235614228;82,93647193090503;;;;;;;;;;;
2016-01-31;83,96957037308871;80,85612459320201;;;;;;;;;;;
2016-02-01;84,01747328450843;81,7965342242942;99,99770650670531;97,67243307913205;96,35169661008285;97,35434193466543;95,09053537081806;100,38929584998738;101,39113585204306;101,58799291378796;;;100,89999999999999
2016-02-02;84,1896671018132;82,10174479837889;98,40797866307491;95,75149896585985;94,73427988047189;95,96743909854565;93,3768406834329;102,44572888961531;;101,64135810234552;;;
2016-02-03;82,42592237754846;81,115292285646;95,32748792915537;95,45439951347599;92,54529413527548;93,8117138782064;93,93660747914724;100,16047309846807;;101,69475132417026;;;
2016-02-04;84,81703489072285;85,42266709598091;94,31411622185779;93,41687693362954;92,52097619504677;94,987561907244;94,08391592241908;100,40415447021589;;101,74817259398834;;;
2016-02-05;84,85517167830568;84,75502189261738;94,49609384847517;92,40068620802008;91,41431971327656;94,38456542468994;92,2916308759978;100,59583067116387;;101,8016219265337;;;
2016-02-06;82,65404461460534;82,55649269536809;;;;;;;;;;;
2016-02-07;82,6755557889591;82,57797848129285;;;;;;;;;;;
2016-02-08;81,97901847002946;81,88226324617773;92,73023190675029;91,15684527609396;;92,62078763047806;91,04925797955258;;;;;;
2016-02-09;82,54581882149262;82,44839463507085;92,32272530481379;91,16176959633017;;92,21376198565994;91,05417648789064;;;;;;
2016-02-10;84,71888158030201;83,6806389180853;93,80047730374906;92,10438330041633;91,60890034756748;92,6509383172041;90,97563020150987;101,55272581388093;;101,85509933654792;;;
2016-02-11;84,76784714906064;83,24321481423192;92,29082880260327;91,4367706830747;91,20758474792892;90,63088831180423;89,79219125981068;101,80532235776585;;101,90860483878039;;;
2016-02-12;86,33584002814241;84,253789487743;94,3071479489386;93,90812475130178;93,21415346800642;92,03286361595927;91,64346314816441;101,69388270605191;;101,96213844798827;;;
2016-02-13;88,04272325400342;85,91951000363738;;;;;;;;;;;
2016-02-14;91,4960457772372;89,28955318397801;;;;;;;;;;;
2016-02-15;89,89965513142873;87,74485833299208;96,43984549964372;;95,09910465259442;94,12828746284644;;103,4947474777492;;102,01570017893637;;;
2016-02-16;92,29303561668924;89,3461214911122;97,90253824320983;96,26394212334345;96,37601455031155;94,7765128508173;93,190237060643;105,0459874296073;;102,06929004639737;;;
2016-02-17;94,54007841998313;91,28306743418632;100,34397070421267;98,09185373393338;96,07198926781845;96,88700916573976;94,71248013314877;103,80529264052541;;102,12290806515165;;;
2016-02-18;95,37414304696689;92,60981304221332;99,57718969426394;97,14002994123106;97,28809039779084;96,69103832800381;94,3245173625548;104,42638296607775;;102,17655424998735;;;
2016-02-19;95,96593691726308;92,26163089627913;100,29093997716048;98,065686946746;96,33953300091083;96,41968789812508;94,28033011829189;102,27931234305584;;102,23022861570041;;;
2016-02-20;99,70139767804478;95,85290205987863;;;;;;;;;;;
2016-02-21;100,0740549668719;96,21117469636857;;;;;;;;;;;
2016-02-22;97,67970290796441;95,98094690555166;100,82637079410873;97,33825438760039;96,07198926781845;99,07289082346051;95,64543654538078;103,32387334512117;;102,28393117709453;;;
2016-02-23;94,04002432003682;92,25088465766338;100,17986981660987;96,26903158680472;95,0626231031937;98,27391775251502;94,43748439277093;104,68343709603126;;102,33766194898118;;;
2016-02-24;95,50001753965289;93,17594443110644;100,0761973687679;97,23592585899922;95,56122901997773;97,64075908192396;94,8696079640346;104,57645503038586;;102,39142094617961;;;
2016-02-25;94,2120733789844;93,08583260331177;100,66826411183408;97,1803506583472;96,70435777303337;99,46484400024337;96,01862616189844;105,38922155688621;;102,44520818351685;;;
2016-02-26;96,33364772930561;94,75396868093735;102,73231633245268;97,39475133564714;97,67724238825738;101,0477119234436;95,79767231152174;105,08016225613291;;102,49902367582773;;;
2016-02-27;96,415458923975;94,83443833572748;;;;;;;;;;;
2016-02-28;96,63502803416529;95,05040695189298;;;;;;;;;;;
2016-02-29;98,107138561756;95,96976573199818;102,60469876672428;97,16318226498561;97,31240833801955;100,3693415994022;95,04637457014837;104,65669157961992;;102,55286743795489;;;
2016-03-01;97,8169290223043;95,40538746546952;103,97281510596545;99,73957969255164;97,26377245756214;101,40950866284493;97,2806378335716;104,90928812350484;102,32276638071099;102,60673948474872;;;101,33386999999998
2016-03-02;93,41070862915346;92,96414449903658;101,85120069701763;98,18703392169594;96,86245685792358;101,36428550808363;97,71763584051799;104,23024917906123;;102,66063983106746;;;
2016-03-03;91,44218821903102;92,45151010748648;99,84017014220619;97,02968446857628;94,72211627129988;100,94218739523025;98,10068010277391;105,22726259639529;;102,71456849177711;;;
2016-03-04;86,07317100790854;90,10278783927266;97,4934628138852;94,01828632882366;94,15054725571441;102,05773405081577;98,41986308741467;120,37414005735427;;102,76852548175152;;;
2016-03-05;83,90133603831086;87,82927585875562;;;;;;;;;;;
2016-03-06;85,39621401543359;89,39413830823959;;;;;;;;;;;
2016-03-07;88,0090197743458;90,84433183421298;98,69719740444903;95,42418284131745;94,8923696872468;101,8768414317706;98,49838293020223;116,49752603973194;;102,82251081587235;;;
2016-03-08;88,16571061206945;90,76780335908951;98,34128313461822;94,63014588123232;93,43305204252606;101,24369426249051;97,42302776850538;114,50498506708666;;102,87652450902903;;;
2016-03-09;86,54161092886622;90,9625070024525;96,55259077551392;93,14596616924487;91,8034717037431;101,48488825498774;97,90423946330789;119,73521938752769;;102,93056657611885;;;
2016-03-10;86,22360350661283;91,46045397572018;94,72186767919779;92,37250398143915;90,23470013270489;100,47486612761556;97,98281219328186;122,40382758057086;;102,98463703204696;;;
2016-03-11;86,14705988344623;92,46006159749327;94,991101533415;92,76591985107265;90,72114244031691;101,95220952260244;99,56396277694046;121,38155450884831;;103,03873589172625;;;
2016-03-12;84,0906745766707;90,25298091023718;;;;;;;;;;;
2016-03-13;84,5893484655604;90,78819846201654;;;;;;;;;;;
2016-03-14;84,99906935805723;91,30850109108447;95,49670317637595;92,56524608474109;92,38720432850059;102,5853681931935;99,4363107379587;123,4989078914132;;103,09286317007755;;;
2016-03-15;87,13803181619782;91,39445092609023;97,96586914703133;94,65087530076748;94,97749639522026;102,75119409485892;99,2742732132659;118,37714149864044;;103,14701888202941;;;
2016-03-16;89,43770724521299;91,43413706633307;101,14172099278824;97,66862620386975;95,17207702951119;103,39940798151876;99,84878671946336;114,07259921843658;;103,20120304251836;;;
2016-03-17;86,34089263164037;92,22567181388746;95,72906300774603;94,07062462304481;93,31144378515188;102,25371638986269;100,4822429949379;120,39939971174276;;103,25541566648862;;;
2016-03-18;83,37823240613942;89,79779807831024;95,54557238823425;93,66545903624983;92,02237027826274;102,90194177783354;100,8770722852368;123,72624478090965;;103,30965676889238;;;
2016-03-19;83,56064465032716;89,99425484403768;;;;;;;;;;;
2016-03-20;84,23471877952157;90,7202281682066;;;;;;;;;;;
2016-03-21;84,33672661057791;90,62199978534288;96,185845053523;94,01378196668479;93,0560543831162;103,35418482675746;101,020246713436;125,60586023981814;;103,36392636468968;;;
2016-03-22;84,94515592059024;91,67050078542557;97,01491723285652;93,5586173212424;92,43584948707331;104,69585875746046;100,96591394390944;126,78712054798591;;103,4182244688483;;;
2016-03-23;86,01378303767574;91,65997535993208;98,44471343597606;94,12122647751382;93,08038160146023;104,90690781388716;100,29961472566139;130,29524078394078;;103,47255109634403;;;
2016-03-24;86,65288703293733;91,29885891807994;98,03751459921212;95,15341875015015;93,73707732501914;103,29388345330544;100,25515423093525;125,96989643541701;;103,52690626216045;;;
2016-03-25;86,8158295797365;91,47053777496922;;;;;;;;;;;
2016-03-26;86,97565388237314;91,6389312002518;;;;;;;;;;;
2016-03-27;88,8111247955982;93,57281252484148;;;;;;;;;;;
2016-03-28;86,9935064571882;93,01719987013512;;93,81817767018744;92,54529413527548;;100,31443195239306;126,9847401970253;;103,58128998128903;;;
2016-03-29;86,0659774604119;91,32560407109807;97,10346640395494;95,41156132448755;93,57897824012895;103,03761124211744;101,2423111947277;127,71875603631446;;103,63570226872912;;;
2016-03-30;84,38063310591956;90,95286482944796;96,58512089126567;94,33871739731072;93,40872482418203;104,10793474294167;101,68656356074617;129,14964116432148;;103,6901431394879;;;
2016-03-31;83,53281920819035;91,37230939210549;95,02416480136097;92,73652362678962;92,60610290302023;103,94210884127628;101,43977431979808;128,2789260189299;;103,7446126085805;;;
2016-04-01;84,27392723172704;91,64221663185849;96,23643309463452;93,91916530231602;92,38720432850059;104,65063560269918;102,13076303957823;127,41564018365254;103,4480346685372;103,7991106910299;;;101,95200660699999
2016-04-02;84,86127884869286;92,28092193359494;;;;;;;;;;;
2016-04-03;84,86753060864632;92,28772030123727;;;;;;;;;;;
2016-04-04;85,14732043455969;92,40612297390578;96,02715193083823;93,80334879814896;93,49385153215549;104,21345927115502;101,80007709188877;128,4215687731237;;103,85363740186702;;;
2016-04-05;87,36546282540404;92,97313092398115;97,64452083578645;94,70457346956844;94,11406570631368;103,91196390520574;100,78331211822614;126,42159849036419;;103,90819275613059;;;
2016-04-06;87,63898393887327;92,83784608442127;98,83295521276978;96,17851743624169;94,2600011820319;104,69585875746046;101,88395616956795;126,24775263369044;;103,96277676886731;;;
2016-04-07;87,91025825509927;92,69138007130792;98,9023627767379;95,47244305330615;94,18702880511513;104,28130550460794;100,66484482062121;125,62369058409237;;104,01738945513175;;;
2016-04-08;86,14300602343923;92,16603219696209;98,17808299060992;94,34016113548884;92,19262369420966;105,04258877948203;100,93632356310142;126,76186089359743;;104,07203082998642;;;
2016-04-09;85,95078210866994;91,96036819316785;;;;;;;;;;;
2016-04-10;86,39199778289749;92,43243319198618;;;;;;;;;;;
2016-04-11;83,96043488664881;92,6339352029915;94,57872188120638;91,27072008957114;89,89419330081107;104,34914023674989;100,69940659695371;128,67267945498583;;104,12670090850172;;;
2016-04-12;84,79056618377675;93,22747418426948;95,45417442758314;92,4392138623979;90,16173703390345;104,95214246995943;101,63718455768198;129,1838159908471;;104,18139970575595;;;
2016-04-13;84,55510671738105;92,90823193996238;96,9567387608018;93,43359013794063;93,6397870078737;106,53501039315967;102,66381299161394;129,69495252670836;;104,2361272368354;;;
2016-04-14;83,94038242902326;93,02838773499535;97,05929950880638;92,63897843574121;90,76978759888962;107,56765559922347;102,66875794354522;133,0336844920581;;104,29088351683417;;;
2016-04-15;85,37789934597802;94,21919275540249;97,07762302259641;92,93171676364447;88,79970042821286;107,13047926767933;102,55524441240264;132,84646587717864;;104,3456685608544;;;
2016-04-16;85,54856618230018;94,4075329660609;;;;;;;;;;;
2016-04-17;84,91813512489;93,71181773094577;;;;;;;;;;;
2016-04-18;86,67094096677133;93,9731801719987;98,67375890795135;95,25075778455752;96,53410435708645;106,98726494339456;103,27586758564618;136,08415922497437;;104,40048238400612;;;
2016-04-19;87,17214768001176;95,4900258043553;97,80550984397001;94,57717653981257;92,75202910062312;107,13801262636922;103,60163502499758;134,92964443321793;;104,45532500140726;;;
2016-04-20;88,26208683954458;96,7792800207484;98,0803845353449;94,5740415419864;92,8858009671693;107,54503252053185;103,70033132940846;131,88808487243875;;104,51019642818376;;;
2016-04-21;89,86899678125961;98,54125498401982;98,28661116969192;94,06541082984047;;107,77115979564931;103,14261831943385;;;;;;
2016-04-22;89,94996489568808;97,73262394775855;98,19014169667383;94,92914977952157;93,33576172538059;106,68575807613432;103,14261831943385;131,7231541879021;;104,56509667946945;;;
2016-04-23;90,86715103622159;98,7291669510472;;;;;;;;;;;
2016-04-24;92,53664277166342;100,54310660241941;;;;;;;;;;;
2016-04-25;92,18820500694885;101,17260466608909;96,3257889496451;93,8213474886832;92,70339322016568;105,71342574483353;102,96490855849538;130,65481939347112;;104,62002577040614;;;
2016-04-26;92,67092062568013;102,19501626121364;95,59486473837252;93,50783005888952;92,24126885278238;105,41946373757413;103,11793763243283;131,64737522473663;;104,67498371614359;;;
2016-04-27;88,40060901972635;97,5024028482484;95,7426336033715;93,68433699510842;92,44800381813;105,60036785793028;103,33014746798628;131,93860418121574;;104,7299705318395;;;
2016-04-28;88,49390483301164;98,45048071685842;94,97489622879233;92,03714717141574;90,75762398971762;105,66065773007136;102,3923783217891;134,37096031262539;;104,78498623265958;;;
2016-04-29;88,45275687695612;99,78490125370999;91,85722650558718;90,27405105280883;88,8605091959576;103,62553525663623;101,83953093296611;134,42742306949378;;104,84003083377745;;;
2016-04-30;87,13519045796076;98,29853452352944;;;;;;;;;;;
2016-05-01;87,82653114210825;99,07844647128586;;;;;;;104,76239547919543;;;;102,7472322585346
2016-05-02;87,63565563230057;97,49845497727499;;92,26518326281825;91,07381288138274;;102,64900457941333;136,95636023238882;;104,89510435037475;;;
2016-05-03;90,16396916943427;98,7339846918961;94,69977453502774;92,9233826588196;92,10749698623619;103,70091484877904;101,75567829888013;135,79590199254096;;104,95020679764102;;;
2016-05-04;89,0617876386555;97,94859256392407;93,97693442710407;92,00735452758522;91,02516772281;103,35418482675746;101,18807538504295;136,82709023640064;;105,00533819077391;;;
2016-05-05;89,05696221902119;98,22355174026167;93,62677989941488;91,72688354643896;90,90355946543582;103,2637385172349;101,16828676278678;137,12872022703974;;105,0604985449789;;;
2016-05-06;91,53923897419315;100,77289276699184;93,99356362043261;92,23466819628753;90,29550890044963;103,47478757366157;101,53847062420895;139,97563186282522;;105,11568787546956;;;
2016-05-07;91,32672710025312;100,5389446096305;;;;;;;;;;;
2016-05-08;91,32911583023791;100,5415742931772;;;;;;;;;;;
2016-05-09;91,7793494934911;100,96584328799037;94,53963087334868;92,37613893858916;90,62385212317143;104,00241021472834;101,6223673309503;138,84786258748014;;105,17090619746743;;;
2016-05-10;88,30650685112492;98,8635685381181;93,408286930634;91,89934420306514;89,20101602785142;104,57526751186734;102,8859303600921;137,92068468522015;;105,22615352620201;;;
2016-05-11;88,34165757694474;99,26547518582429;92,9597950315228;90,70715090227876;89,16453447845069;104,45466476496324;101,9234717123628;141,9800597316533;;105,28142987691086;;;
2016-05-12;89,3335775557401;99,71232734086666;92,71792363636035;91,34108900942533;89,99148361795653;103,48986579235233;101,95307090770189;140,2772618534643;;105,3367352648395;;;
2016-05-13;89,93206528577711;99,91054392026531;93,98163948375469;90,97088611193094;90,36847199925107;104,40944161020194;101,06462787738246;142,6130369533885;;105,39206970524148;;;
2016-05-14;89,93225802236262;99,91075804208083;;;;;;;;;;;
2016-05-15;90,30665486272676;100,32669636000944;;;;;;;;;;;
2016-05-16;89,61928863756627;99,58011381109799;93,82987854145773;91,85261542488355;90,74546965866092;104,25869392722728;102,06166593050641;142,73339177723955;;105,44743321337833;;;
2016-05-17;89,54941456119522;99,49679365963891;93,27894819633258;91,0005012105145;89,57801368726128;103,64061347532699;101,10907074304647;143,05285211215286;;105,50282580451966;;;
2016-05-18;90,56193611826207;99,68009531632617;93,26992527147905;91,88708075287022;91,46296487184928;102,66073628402535;101,13866112385448;142,0974428314587;;105,55824749394303;;;
2016-05-19;88,96287228638917;96,19297434205049;93,68972593180253;93,2127377340335;91,17110319852819;101,30398413463158;100,78823062656419;137,9162270991516;;105,61369829693407;;;
2016-05-20;88,31000173305968;97,06146580835937;93,81589617916369;92,28006255694514;90,62385212317143;103,11299083426024;101,42495709306638;139,95928738057387;;105,66917822878644;;;
2016-05-21;88,4121399544437;97,17372586144552;;;;;;;;;;;
2016-05-22;87,64110809762526;96,32628524612366;;;;;;;;;;;
2016-05-23;89,20794170424864;97,38575329794436;94,64757025615597;92,78137836692244;91,8034717037431;103,32403989068695;101,28677168945384;138,62201156000654;;105,7246873048018;;;
2016-05-24;89,15017643562896;97,78612094510157;94,26772813768868;93,53861035927704;93,15334470026167;103,39940798151876;102,59966083447343;136,48385610912172;;105,78022554028989;;;
2016-05-25;90,66601128241135;98,57940881502043;95,11295599456193;95,00360825347279;94,16271086488642;103,41448620020952;103,29559450618484;137,03511091960002;;105,83579295056846;;;
2016-05-26;91,42929408659501;99,40931151539094;95,48731321112382;95,03084760667635;;103,82151759568315;103,32521133058607;;;;;;
2016-05-27;96,4492984257686;103,81206421192064;97,00430743553093;96,40971930896742;95,09910465259442;104,40944161020194;103,76946369660453;136,64730093163547;;105,89138955096334;;;
2016-05-28;107,97438702462748;116,2169573236486;;;;;;;;;;;
2016-05-29;107,19886207075746;115,38223019112246;;;;;;;;;;;
2016-05-30;108,23920185818695;117,05541820533266;;;95,46393870283227;;;134,60869823628175;;105,94701535680835;;;
2016-05-31;107,59911468120444;116,51208409848425;96,79818663575767;95,64891663428341;95,038305162965;104,81646150436457;103,57199175700312;135,87465267975216;;106,00267038344543;;;
2016-06-01;109,24889957500865;117,72547227912062;98,08077147148406;96,31147320680462;94,57618079558169;105,69081416745287;103,78423685068088;134,49874444659068;105,6407848976148;106,05835464622456;;;103,10684757143949
2016-06-02;108,96299855918004;117,95613500487529;97,4517727396016;96,16342054349735;94,62482595415442;105,49484332971694;104,10015845882508;135,28327959465685;;106,11406816050378;;;
2016-06-03;113,5171758858372;124,80189048150912;95,5719496553726;94,40443376679343;92,8858009671693;105,07273371555257;103,78915535901893;135,8300768190666;;106,16981094164916;;;
2016-06-04;114,221783587774;125,57654306217214;;;;;;;;;;;
2016-06-05;114,67051224501157;126,06987972509971;;;;;;;;;;;
2016-06-06;115,75088744947615;128,38527259446855;96,09168067674302;94,05143035273825;92,44800381813;106,58023354792097;104,31728680271661;137,17478194974814;;106,22558300503493;;;
2016-06-07;112,83720211525439;126,42508105179849;95,15214878469352;93,25087257673299;91,39000177304783;106,61038998530248;104,48016170786123;137,48384125050148;;106,28138436604331;;;
2016-06-08;111,05029458387436;127,5319168639933;92,99008188553974;91,27420844573363;89,68745833546343;106,79128260434764;104,82074637394432;137,0945454005141;;106,33721504006463;;;
2016-06-09;109,44879960890535;125,99379956752745;92,93812681011005;90,93176405284626;90,22254580164818;106,98726494339456;104,67760720386943;138,13910640257947;;106,39307504249733;;;
2016-06-10;111,43383215643325;126,61649257224805;93,74707262647112;91,25254449525433;90,27119096022092;106,51994367577988;103,68554054626999;137,96228882186;;106,4489643887479;;;
2016-06-11;117,0795313526393;133,03140819085536;;;;;;;;;;;
2016-06-12;129,8264892655322;147,5151163310441;;;;;;;;;;;
2016-06-13;137,00186209949305;154,44199721052806;94,23725177720095;91,2676881791225;90,89139585626381;106,23351502721037;102,8859303600921;136,63689989747553;;106,50488309423096;;;
2016-06-14;134,52349950694946;150,31617762582266;94,55962533478784;91,89530841219609;90,72114244031691;105,66065773007136;102,68355754121477;136,94595919822885;;106,56083117436918;;;
2016-06-15;135,9941401574982;152,2697849226659;94,59580826826492;91,58019914180709;90,2468637418769;105,91694144257033;102,54042718567095;137,74386710450068;;106,61680864459339;;;
2016-06-16;150,64897319760527;168,02125480201627;94,70901946008901;92,21281033246458;90,58737057377071;105,63051279400082;102,84645007542153;137,549219179507;;106,6728155203425;;;
2016-06-17;144,98446715022894;164,2063400934267;92,46686517190548;90,46915408758093;88,96996312227508;104,72601519484199;102,46344988582096;137,84193399800895;;106,72885181706349;;;
2016-06-18;146,40118846662776;165,8108886831535;;;;;;;;;;;
2016-06-19;147,86360246622826;167,4671878391656;;;;;;;;;;;
2016-06-20;140,49292606424265;161,64472051883857;90,7077842081696;89,62927998931947;89,06724416130523;104,36421845544064;103,12334093997984;138,41101915276147;;106,78491755021152;;;
2016-06-21;127,27645220728444;146,17060530363676;90,93962509078061;90,04839524866199;89,29830634499687;104,43958654627248;103,41605388781198;138,70670569530915;;106,84101273524982;;;
2016-06-22;113,76280207957976;130,70484083923975;91,03327325874233;89,86436201096983;88,45919359631904;104,59033422924713;103,24734376309783;139,50164187753526;;106,89713738764976;;;
2016-06-23;117,84973476418357;136,81365593996665;90,26823626606262;90,09427432248678;88,58080185369322;104,79384992698392;104,59189470372729;139,05736913270235;;106,95329152289088;;;
2016-06-24;126,5497479438402;145,87395291086565;94,67152616835762;87,47814863955139;86,18509042126448;109,12791194504305;100,8361023448151;140,0959866866763;;107,00947515646078;;;
2016-06-25;126,51626530154059;145,83535745362056;;;;;;;;;;;
2016-06-26;119,71494685223144;137,99547453542925;;;;;;;;;;;
2016-06-27;125,24093368736233;143,6760861529831;95,28991243949343;86,32354471326623;85,04195239009353;109,3163494240891;99,03015477523253;140,67844459963447;;107,06568830385521;;;
2016-06-28;121,22890998175009;141,86191230587514;93,90000372826034;86,15307567739504;84,40958388487863;109,88166186122726;100,81621676271715;142,73784936330813;;107,12193098057811;;;
2016-06-29;116,8979408883736;140,3027575410358;92,56896263236719;85,42871889213592;84,10555860238553;111,10273304502614;102,53289957613565;143,29653348390067;;107,1782032021415;;;
2016-06-30;121,73012338990684;147,6363628090748;93,86938216804238;85,69472678469738;84,49471059285209;113,84638227988417;103,9320212786306;142,33369489309223;;107,23450498406564;;;
2016-07-01;123,02690201707662;148,28516529267375;95,6549729551522;86,40979254067305;85,21220580604044;115,29359224011148;104,1503131406236;142,13161765798426;106,70700274301777;107,29083634187882;;;103,64300317881097
2016-07-02;128,01240525130987;154,29422639260144;;;;;;;;;;;
2016-07-03;119,81941208162834;144,41915576585887;;;;;;;;;;;
2016-07-04;125,06767590708101;149,90023261658732;95,86696901479397;;84,70144555819972;114,90163906332864;;141,7140904295627;;107,3471972911176;;;
2016-07-05;124,28461349293372;147,04217477104356;98,06132905790417;87,39785508822605;86,48911570375756;116,01718571891418;103,40113970123852;140,7631387349371;;107,40358784732658;;;
2016-07-06;126,81648739240899;148,5120942692705;99,39046379370244;88,82522169672617;87,80249787276011;116,39406067700627;104,02133010745001;139,07965706304512;;107,46000802605866;;;
2016-07-07;120,45898796914084;140,45010011533137;100,37648856527312;89,15999903731681;88,47135720549105;117,03475270628722;103,95679892547341;138,39467467051008;;107,51645784287483;;;
2016-07-08;123,7642956221454;146,1423278413764;100,07769343793333;89,34936193008328;88,13085037359723;118,17291093925341;105,50477161417776;138,18813984933357;;107,57293731334427;;;
2016-07-09;120,87445948329871;142,729975528553;;;;;;;;;;;
